title,author,score,num_reviewers,main genre,middle genre,subclass,introduction,review
고학년 어린이 매일성경 2020.11/12  ,매일성경 편집부,0.0점, 0,잡지,인문/사회/종교,종교,,
얼루어 Allure B형 2020.11  ,두산매거진 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,"1) 표지: 신세경2) 주요기사:신세경10P, 레드벨벳 예리8P,헨리8P3) 부록: 에스지코 클렌징 마일드 폼(120G)정가:32,000원",
중학 독서평설 2020.11,편집부,0.0점, 0,잡지,어학/교육,아동학습,,
보그 Vogue Korea C형 2020.11 (표지 : G-DRAGON) 표지 : G-DRAGON,두산매거진 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,[부록사진]스와니코코 쇼더립 리얼컬러 립틴트 (레드 & 오렌지)[표지 사진]3종 중 1종 랜덤,
어린이 기도수첩 2020.11 (초등부),편집부,0.0점, 0,잡지,인문/사회/종교,종교,『어린이 기도수첩: 유아 유치부』는 하나님과 소통하는 시간을 갖게 해주는 잡지다.,
청소년 큐티인 2020.11/12  ,QTM 편집부,0.0점, 0,잡지,인문/사회/종교,종교,,
저학년 어린이 매일성경 2020.11/12  ,매일성경 편집부,0.0점, 0,잡지,인문/사회/종교,종교,,
바자 Bazaar Korea 2020.11,Bazaar 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,"[부록 사진]오드오랄 세브 치약 (70g, 로즈민트, 자스민민트 중 랜덤 1개)[표지 4종 중 랜덤]",
"에스콰이어 Esquire A형 2020.11 주요기사 : 백호, 임영웅",편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,『에스콰이어』는 취향있는 남자들을 위한 지적인 바이블 매거진이다.,
생명의 삶 2020.11 (우리말성경),편집부,0.0점, 0,잡지,인문/사회/종교,종교,,
메종 Maison A형 2020.11  ,메종 편집부,0.0점, 0,잡지,여성/패션/리빙,,[부록사진]락앤락 쉐이크 잇 보틀 (4종 중 랜덤 증정),
여성동아 B형 2020.11  ,편집부,0.0점, 0,잡지,여성/패션/리빙,,『여성동아』는 동아일보사에서 출간하는 잡지이다. 여성들을 위한 생활 정보와 다양한 뷰티 정보를 제공한다.,
큐티아이 매일성경 2020.11/12  ,매일성경 편집부,0.0점, 0,잡지,인문/사회/종교,종교,,
"텐아시아 10 Star 2020.11 (표지 : 하성운) 주요기사 : 하성운, 김요한, 이달의 소녀, MCND, 남주혁",텐아시아 편집부,0.0점, 0,잡지,예술/대중문화,기타,"""스타들의 진솔, 담백한 인터뷰와 생생한 사진으로 구성하여, <텐아시아> 가 발행하는 엔터테인먼트 매거진 입니다.""",
행복이 가득한 집 2020.11,디자인하우스편집부,0.0점, 0,잡지,여성/패션/리빙,,"[부록 사진]- 리빙 디자인 인서울 2020 (150페이지) (본책과 함께 랩핑)- 유리벳10 반려동물 건강검사키트 2개입 (23,000원 상당)",
엘르 Elle B형 2020.11  ,편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,,
커피 Coffee 2020.11 Vol.227,커피 편집부,0.0점, 0,잡지,여성/패션/리빙,,"『월간 커피』는 커피 전문 잡지로, 커피에 대한 정보를 소개하는 것에 그치지 않고 전반적인 커피 시장에 대해 다루고 있으며 성공적인 운영 노하우 등을 공유한다.",
Newton 뉴턴 2020.11,뉴턴 편집부,0.0점, 1,잡지,자연/공학,자연과학,"『뉴턴』은 한국과 일본, 중국에서 동시에 발행되고 있는 세계적인 과학 전문지로서 미항공우주국(NASA), 유럽우주기구(ESA)등 권위 있는 국제기구와 세계적인 사진 작가들이 최신 사진, 과학 정보를 자체 제작하는 최고 품질의 일러스트레이션으로 보여 주는 세계 수준의 그래픽 과학 잡지다.",
주부생활 B형 2020.11,편집부,0.0점, 0,잡지,여성/패션/리빙,,1) 부록: 엘리샤코이 비 브레이크 클렌징 리퀴드(2022.10.31),
어린이 기도수첩 2020.11 (유아유치부),편집부,0.0점, 0,잡지,인문/사회/종교,종교,,
리빙센스 A형 2020.11,리빙센스 편집부,0.0점, 0,잡지,여성/패션/리빙,,"[부록 사진]제주도 생태문화전시관 더 플래닛 (1인권 / 4매 증정 / 성인기준 정가 30,000원 상당)",
새벽나라 SENA 2020.11,새벽나라 편집부,0.0점, 0,잡지,인문/사회/종교,종교,다음 세대를 위한 큐티 매거진『SENA(새벽나라)』.,
THE HOME 더 홈,제이오에이치 편집부,0.0점, 1,잡지,인문/사회/종교,경제/경영,"■ 매거진 『B』균형 잡힌 브랜드를 한 호에 하나씩 소개하는 브랜드 다큐멘터리 매거진이다. 브랜드가 지닌 철학은 물론 숨은 이야기와 감성, 문화까지 감각적으로 담고 있어 브랜드에 관심 있는 사람이라면 누구나 쉽게 볼 수 있다. 2011년 11월에 창간하여 지금까지 패션, 라이프스타일, 테크, 도시 등 80여 개의 브랜드를 전 세계에 소개해왔다. (www.magazine-b.com)■ 이 책에 대하여코로나19로 사람들이 일을 하는 방식이 달라지고 집에서 보내는 시간이 자연스럽게 늘어나면서 본인이 살고 있는 집을 포함해 변화하는 새로운 주거 형태에 대한 관심이 높아졌다. 〈The Home 더 홈〉은 제목에서 유추할 수 있듯 집과 사람에 대한 이야기를 다룬 책이다. 매거진 『B』가 여러 고민 끝에 ‘집’이라는 화두를 꺼내들게 된 것은 어려운 때일수록 삶의 기본을 살피는 일은 무엇보다 중요하고, 삶의 기본은 집에서부터 비롯한다는 생각에서 비롯됐다. 브랜드가 탄생하는 현장을 담는 대신, 삶의 흔적이 묻어나는 개개인의 현장으로 눈을 돌린 셈이다.〈더 홈〉은 형태나 규모, 스타일보다 집에 머무는 이가 집이라는 공간을 어떻게 대하고 있는지, 그 태도가 분명한 집에 주목한다. 그리고 그 태도에 따라 비슷한 유형의 집을 묶었다. 예를 들어 집에서 주거와 일을 병행하는 사람들은 ‘Home Office’, 불편함을 기꺼이 감수하여 교외에서의 더 큰 자유로운 삶을 선택한 사람들은 ‘Suburban Life’ 등으로  묶는 식이다. 조수용 발행인과의 짧은 인터뷰를 시작으로 매거진 『B』 편집부는 국내외의 다양한 크레이터들을 취재하며 집이라는 존재가 갖는 의미와 그 목적성에 대한 이야기를 나누고 우리가 흔히 생각하는 보편적인 주거 공간이 얼마나 다양한 모습으로 사용될 수 있는지를 살펴보았다.변화하는 세상 속에서 집이라는 존재는 우리에게 어떤 의미가 있을까? 우리 스스로에게 이런 질문을 던져보며  현재 살아가고 있는 집의 형태와 앞으로의 방향성에 대해 이 책을 읽는 독자들과 함께 다시 한번 심도 있게 생각해 보고자 한다.■ Preface / 매거진 『B』 박은성 편집장과 조수용 발행인의 대화Q. 매거진『B』에서 ‘집’을 주제로 한 권의 책을 만들게 되었습니다. 많은 매체가 작게든 크게든 각자의 방식으로 집에 대한 이야기를 하고 있어요. A. “저는 공간에 대한 애착이 많은 사람인데요, 늘 얘기해온 거지만 공간은 인간의 본성과 깊게 연결되어 있어요. 세상이 아무리 디지털화한다고 해도 인간성을 계속 유지하는 한 물리적 공간의 중요성은 늘 중요한 요소로 자리할 거예요. 특히 집은 더 그렇죠. 집을 꾸미고 머물고 싶게 만든다는 게 사치스러운 이야기처럼 들리던 시절도 있었지만, 이제는 그런 편견이 많 이 사라졌어요. 많은 집을 경험하면서 집에 대해 애정을 갖는다는 것이 개인의 삶을 얼마나 만족스럽게 바꾸는지 너무나 많이 봤고, 그게 심지어 ‘왜 사는가’라는 삶의 원천적 목적과 꽤 맞닿아 있는 게 아닌가 하는 생각을 자주 하게 됩니다.” (Preface 중 / p.9)","균형 잡힌 브랜드를 한 호에 하나씩 소개하는 브랜드 다큐멘터리 매거진이다. 브랜드가 지닌 철학은 물론 숨은 이야기와 감성, 문화까지 감각적으로 담고 있어 브랜드에 관심 있는 사람이라면 누구나 쉽게 볼 수 있다. 2011년 11월에 창간하여 지금까지 패션, 라이프스타일, 테크, 도시 등 80여 개의 브랜드를 전 세계에 소개해왔다. (www.magazine-b.com)코로나19로 사람들이 일을 하는 방식이 달라지고 집에서 보내는 시간이 자연스럽게 늘어나면서 본인이 살고 있는 집을 포함해 변화하는 새로운 주거 형태에 대한 관심이 높아졌다. 〈The Home 더 홈〉은 제목에서 유추할 수 있듯 집과 사람에 대한 이야기를 다룬 책이다. 매거진 〈B〉가 여러 고민 끝에 ‘집’이라는 화두를 꺼내들게 된 것은 어려운 때일수록 삶의 기본을 살피는 일은 무엇보다 중요하고, 삶의 기본은 집에서부터 비롯한다는 생각에서 비롯됐다. 브랜드가 탄생하는 현장을 담는 대신, 삶의 흔적이 묻어나는 개개인의 현장으로 눈을 돌린 셈이다.〈더 홈〉은 형태나 규모, 스타일보다 집에 머무는 이가 집이라는 공간을 어떻게 대하고 있는지, 그 태도가 분명한 집에 주목한다. 그리고 그 태도에 따라 비슷한 유형의 집을 묶었다. 예를 들어 집에서 주거와 일을 병행하는 사람들은 ‘Home Office’, 불편함을 기꺼이 감수하여 교외에서의 더 큰 자유로운 삶을 선택한 사람들은 ‘Suburban Life’ 등으로  묶는 식이다. 조수용 발행인과의 짧은 인터뷰를 시작으로 매거진 〈B〉 편집부는 국내외의 다양한 크레이터들을 취재하며 집이라는 존재가 갖는 의미와 그 목적성에 대한 이야기를 나누고 우리가 흔히 생각하는 보편적인 주거 공간이 얼마나 다양한 모습으로 사용될 수 있는지를 살펴보았다.변화하는 세상 속에서 집이라는 존재는 우리에게 어떤 의미가 있을까? 우리 스스로에게 이런 질문을 던져보며  현재 살아가고 있는 집의 형태와 앞으로의 방향성에 대해 이 책을 읽는 독자들과 함께 다시 한번 심도 있게 생각해 보고자 한다.■ Preface / 매거진 〈B〉 박은성 편집장과 조수용 발행인의 대화Q. 매거진 〈B〉에서 ‘집’을 주제로 한 권의 책을 만들게 되었습니다. 많은 매체가 작게든 크게든 각자의 방식으로 집에 대한 이야기를 하고 있어요. A. “저는 공간에 대한 애착이 많은 사람인데요, 늘 얘기해온 거지만 공간은 인간의 본성과 깊게 연결되어 있어요. 세상이 아무리 디지털화한다고 해도 인간성을 계속 유지하는 한 물리적 공간의 중요성은 늘 중요한 요소로 자리할 거예요. 특히 집은 더 그렇죠. 집을 꾸미고 머물고 싶게 만든다는 게 사치스러운 이야기처럼 들리던 시절도 있었지만, 이제는 그런 편견이 많 이 사라졌어요. 많은 집을 경험하면서 집에 대해 애정을 갖는다는 것이 개인의 삶을 얼마나 만족스럽게 바꾸는지 너무나 많이 봤고, 그게 심지어 ‘왜 사는가’라는 삶의 원천적 목적과 꽤 맞닿아 있는 게 아닌가 하는 생각을 자주 하게 됩니다.” (Preface 중 / p.9)"
좋은생각 2020.11,좋은생각 편집부,0.0점, 2,잡지,문예/교양지,교양,"▶ 월간 《좋은생각》은…아름다운 사람들의 밝고 따뜻한 이야기를 담은 《좋은생각》은 좋은님의 ‘기쁨’이 되기 위하여 28년 전에 태어났습니다. 1992년 8월 창간호부터 지금까지 사랑과 긍정이 가득한 삶의 이야기를 전하며 더 좋은 세상을 만들어 왔습니다. 한 분 한 분의 마음 밭에 작은 씨앗으로 뿌려져 아름다운 열매를 맺게 할 《좋은생각》은……. 하루를 환하게 열어 줍니다: 사랑하는 가족과의 애틋한 추억, 평범한 이웃의 기쁨과 아픔, 웃음 이야기들이 굳어져 가는 마음에 위로를 줍니다. 세상을 보는 새로운 눈이 열립니다: 소설가, 의사, 법조인, 과학자, 교육자, 예술가, 방송인 등 다양한 분야의 전문가가 쓴 글들이 세상을 보는 새로운 눈을 열어 줍니다. 지혜와 지식을 풍성하게 얻습니다: 깨달음을 주는 명언, 풍부한 상식이 삶의 활력소가 됩니다. 사랑하라고 가르치지 않지만, 사랑하는 법을 배웁니다. 따뜻한 마음을 갖게 됩니다. 뭉클한 감동을 받고, 세상을 살아갈 힘을 얻습니다.  ▶ 2020년 11월 호 소개 cover story 가을이 깊어지고 나뭇잎이 떨어지고그것이 물에 가라앉거나멀리 흘러가는 것을 보면 ‘용서’라는 단어가 떠오릅니다. 우리 가슴은 미움이나 원망을 오래 담아 두기에는 너무 작고 여립니다. 겨울이 오기 전에 가슴 문을 열어 그것들을 내 밖으로, 멀리 흘려보내야 합니다.  우리가 가슴에 담아야 할 것은 그 사람이나 그 사실이나 그 시간이 아니라 내 사랑과 내 평화와 내 시간입니다.  내가 누군가를 용서하면 나도 누군가로부터, 나로부터 용서받습니다.  특집 | 잊고 싶은 기억 하나 동행의 기쁨 |  사제 이문수 님, 목사 최운형 님",
"더스타 The Star 2020.11 (표지 : 씨앤블루) 주요기사 : 씨앤블루, 하이라이트 양요섭, 신소율, 유아인, 이솜",더 스타 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,,
"데이즈드 앤 컨퓨즈드 Dazed & Confused Korea A형 2020.11 (표지 : 블랙핑크 로제) 주요기사 : 로제, 찬열, 이효리, 하성운, 이도현",렉스트림 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,"『데이즈드앤컨퓨즈드』는 패션은 물론, 음악, 아트, 디자인, 그리고 테크놀로지 등을 아우르면서, 우리 시대 크로스오버 문화의 최전방에 서 있는 잡지다.",
코스모폴리탄 Cosmopolitan B형 2020.11,코스모폴리탄 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,,
보그 Vogue Korea B형 2020.11,두산매거진 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,,
날마다 솟는 샘물 2020.11,사랑의교회 편집부,0.0점, 0,잡지,인문/사회/종교,종교,『날마다 솟는 샘물』은 국제제자훈련원에서 펴내는 잡지다.,
까사리빙 Casa Living 2020.11,시공사편집부,0.0점, 0,잡지,여성/패션/리빙,,,
마리끌레르 Marie Claire B형 2020.11  ,편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,1) 표지: 뉴이스트 황민현,
예수님이랑 나랑 2020.11/12  ,두란노 편집부,0.0점, 0,잡지,인문/사회/종교,종교,,
크레이지 자이언트 Crazy Giant A형 2020.11 표지: 자이언트 모델 안정미,크레이지 자이언트 편집부,0.0점, 0,잡지,예술/대중문화,,1) 표지: 자이언트 모델 안정미,
맨즈 헬스 Men's Health D형 2020.11  ,편집부,0.0점, 0,잡지,취미/여행,레저/스포츠,"1) 부록: 유리아쥬 푸루리시드 크림(100ML) 22.03.31 / 정가:24,000원2) 표지: 이장준",
종합 물가정보 2020.11 (본권 + 부록) - 전2권,한국물가정보 편집부,0.0점, 0,잡지,자연/공학,기타,,"「종합물가정보」는 매월 건설관련 자재의 가격변동 상황을 조사 · 분석하여 발행하고 있는 국내 최대의 전문가격정보지로서, 모든 품목의 가격을 입체 조사하여 공표함으로써 예정가격  작성의 기준이 되고 있으며, 자재가격을 비롯하여 정부구매물가, 소비자 생활물가 등 광범위한 물가정보를 제공하고 있다.     · 최신 자재가격 수록  · 경제 동향 분석, 물가변동의 개황 및 전망 등 정보 제공  · 건설공사비, 정부구매물가, 시중노임단가, 공공·서비스요금 등 관련자료   · 국내·외 각종 통계 및 일본·중국물가 등 참고자료"
릿터 Littor 2020.10/11  ,릿터 편집부,0.0점, 4,잡지,문예/교양지,문예,격월간 문학잡지 Littor(릿터) 26호. 이번 호에서는 오늘날 한국 사회를 관통하고 있는 에세이의 욕망을 펼쳐 본다. 에세이스트로 활약하는 작가들의 '나의 에세이론'은 에세이 쓰기의 면면을 살펴볼 수 있는 기회다. 이슈에서는 에세이라는 장르가 독자들에게 수용되는 방식을 다각적으로 분석했다. 약속이나 한 것처럼 장르에 대한 이야기로 말문을 열어 삶에 대한 이야기로 끝을 맺는다. 에세이의 형식이 실상은 삶의 형식에 다름 아니기 때문일 것이다. 김현우의 '타인에 대하여'야말로 타인으로서 우리 삶이 꿈꾸는 형식을 매 호 적절한 책과 함께 보여 주는 에세이가 아닐까. 장영은은 지난 호에 이어 버지니아 울프의 또 다른 우정에 대해 이야기한다. 버지니아 울프의 우정은 다음 호까지 계속된다. 서경식의 미국 기행과 김연덕의 단골 기행은 우리를 그들의 여행 일상과 일상 여행에 동참시킨다. 올여름엔 비가 많이 왔다. 시집 <희망은 사랑을 한다>를 출간한 김복희 시인과 비 오는 날 국립현대미술관에서 만났다. 희망은 명사가 아니고 움직이는 동사라는 사실이 대화 속에서 비처럼 내렸다. 좋아하는 책을 잔뜩 들고 촬영장에 등장한 임현주 아나운서의 인터뷰는 책 위로 넘어지고 책 위에서 일어난 사람의 단단한 영혼을 보여 준다.,
코스모폴리탄 Cosmopolitan A형 2020.11 (표지 : 트와이스 나연),코스모폴리탄 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,"코스모폴리탄은 패션, 뷰티, 커리어, 건강, 연애, 컬처, 라이프 등 20230 여성들의 일상을 채울 콘텐츠를 다채롭게 담고 있다. 즐겁고 당당한 삶을 추가하는 여성들을 위한 친구로, 라이프스타일 바이블로 만나보자.",
싱글즈 Singles C형 2020.11  ,편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,1) 부록: 뮤테누토 베르쇠즈 모이스터라이징 토너(180ML)2) 주요기사 : 몬스타엑스 형원&아이엠,
과학동아 2020.11,과학동아 편집부,0.0점, 2,잡지,자연/공학,자연과학,"『과학동아+수학동아 특별합본호』는 국내외 첨단 과학 소식을 정확하고 자세하게 전달하고, 참신한 사진과 상세한 일러스트로 재미있고 이해하기 쉽게 과학이론을 알려주는 잡지 《과학동아》와 생활 속에서 찾을 수 있는 수학을 주제로 시사, 문화, 역사, 과학, 예술 등 다양한 분야를 통합해 다루는 잡지 《수학동아》 합본호다.","한눈에 보는 이공계·의대 진로가이드, ‘웰컴! 사이언티스트’    과학동아는 2016년 1월 22일, 이공계를 지망하는 중고등학생과, 구체적인  진로를 고민 중인 대학생을 위해 인포그래픽으로 구성된 이공계  진로가이드 ‘웰컴! 사이언티스트’를 펴냈다.- ‘웰컴! 사이언티스트’는 과학동아가 정기독자에게 2년에 걸쳐 제공한 인기 연재물을 묶은 합본 단행본으로, 자연대, 공대, 의대 등 17개 전공 상세 정보를 수록하고 있다. - ‘웰컴! 사이언티스트’는 인포그래픽 형식으로 누구나 쉽게 학과 관련 진로 정보를 얻을 수 있게 디자인됐다.- 현직 진로 전문가, 직업 상담 전문가 등이 참여해 구체적이고 현실적인 진로 상담을 수록했으며, 해당 전공을 한 뒤 연구실 또는 기업으로 진출한 선배들을 인터뷰해 보다 생생한 정보를 얻을 수 있게 했다.□ (참고) ‘과학동아’- 과학동아는 1986년 1월 창간해 올해 30주년을 맞은 국내 최장수 과학전문 월간지다. 중,고등학생부터 대학생, 과학자 등 다양한 독자들이 꾸준히 애독하고 있으며, 최근에는 온라인 과학 뉴스(dongascience.com), 디지털 매거진(앱북), 그리고 수학잡지 ‘수학동아’와 어린이 과학잡지 ‘어린이과학동아’ 등 자매지를 통해 더욱 다양한 과학 문화 콘텐츠를 제공하고 있다."
영한대조 매일성경 2020.11/12  ,매일성경 편집부,0.0점, 0,잡지,인문/사회/종교,종교,,
매일성경 묵상과 설교 2020.11/12  ,매일성경 편집부,0.0점, 0,잡지,인문/사회/종교,종교,,
월간 물가자료 2020.11 - 전2권,월간 물가자료 편집부,0.0점, 0,잡지,인문/사회/종교,경제/경영,"한국물가협회에서 나온 월간 물가자료는 국제원자재와 각종 경제지표와의 분석등 가격 정보를 제공한다.  ",
밀리터리 리뷰 Military Review 2020.11,편집부,0.0점, 0,잡지,인문/사회/종교,행정/고시/정치,"『밀리터리 리뷰(MILITARY REVIEW)』는 군사연구에서 발행된 군사전문지로서 전차, 탱크, 전투함, 미사일 등 전문적인 지식을 만나볼 수 있다.",
예조(예수님이 좋아요) 저학년용 2020.11/12  ,두란노 편집부,0.0점, 0,잡지,인문/사회/종교,종교,,
"뷰티쁠 Beauty+ A형 2020.11 (표지 : 강승윤) 주요기사 : 강승윤, 원호",뷰티쁠 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,"1) 표지: 강승윤,원호",
